Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Parameter,MeasureValue,Unit,Latitude,Longitude
CB1.0,5/15/91,9:05:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,6/11/91,9:30:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,7/16/91,9:45:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,8/13/91,9:05:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,9/10/91,9:16:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,10/8/91,9:10:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,11/13/91,9:23:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,12/10/91,9:20:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,1/21/92,9:25:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,2/18/92,8:30:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,6/16/92,9:44:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,7/28/92,8:40:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,7/15/96,10:15:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,8/12/96,10:00:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,9/4/96,10:05:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,8/11/98,10:00:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,9/22/98,9:45:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,10/6/98,9:04:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,11/4/98,9:30:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,12/1/98,9:12:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,1/5/99,9:32:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,3/9/99,10:10:00,,,,0.1,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,4/6/99,10:19:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,5/3/99,10:01:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,6/15/99,9:20:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,7/13/99,9:20:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,8/9/99,9:36:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,9/14/99,9:08:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,10/13/99,8:34:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,11/16/99,9:34:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,12/14/99,9:45:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,7/25/00,8:50:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,8/2/00,8:30:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,9/5/00,9:40:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,10/4/00,8:36:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,11/1/00,9:06:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,12/5/00,9:40:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,1/23/01,10:14:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,2/20/01,9:15:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,3/26/01,8:47:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,4/30/01,9:21:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,5/14/01,9:10:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,6/6/01,8:55:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,7/31/01,10:15:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,8/27/01,9:20:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,9/25/01,9:55:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,10/15/01,9:50:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,11/5/01,8:53:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,12/4/01,8:37:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,1/14/02,9:21:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,2/5/02,10:20:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,3/5/02,10:18:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,4/2/02,8:47:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,5/13/02,10:20:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,6/5/02,10:10:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,7/1/02,10:25:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,8/19/02,10:50:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,9/3/02,9:15:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,10/1/02,10:07:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,11/6/02,9:30:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,12/2/02,9:48:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,1/7/03,9:19:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,2/3/03,9:46:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,3/3/03,9:25:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,4/1/03,10:10:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,5/13/03,8:51:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,6/10/03,9:10:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,7/15/03,10:15:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,8/11/03,8:50:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,9/3/03,10:01:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,10/15/03,11:12:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,11/3/03,9:10:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,12/8/03,10:50:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,1/6/04,10:29:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,2/10/04,8:42:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,3/10/04,11:10:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,4/6/04,9:15:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,5/3/04,9:20:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,6/14/04,9:43:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,7/12/04,9:47:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,8/3/04,10:08:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,9/8/04,11:00:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,10/5/04,10:15:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,11/4/04,8:34:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,12/2/04,12:22:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,1/19/05,9:04:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,2/7/05,9:00:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,3/7/05,9:57:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,4/6/05,9:50:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,5/2/05,11:07:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,6/1/05,10:45:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,7/5/05,9:35:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,8/1/05,8:55:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,9/8/05,9:04:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,10/3/05,9:25:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,11/2/05,9:42:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,12/8/05,8:48:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,1/3/06,8:58:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,2/2/06,10:30:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,3/1/06,10:23:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,4/26/06,9:38:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,5/1/06,10:42:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,6/27/06,11:58:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,7/6/06,9:15:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,8/1/06,10:05:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,9/7/06,9:06:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,10/11/06,9:22:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,11/2/06,9:26:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,12/5/06,11:50:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,1/4/07,9:08:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,2/5/07,10:20:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,9/13/10,8:47:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,10/12/10,11:10:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,11/3/10,10:45:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,12/2/10,8:55:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,1/4/11,9:15:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,2/15/11,10:15:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,3/1/11,9:08:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,4/5/11,9:00:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,5/3/11,8:20:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,6/14/11,9:50:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,7/5/11,9:10:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,8/2/11,9:08:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,9/8/11,9:40:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,10/4/11,8:37:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,11/1/11,9:19:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,12/1/11,9:09:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,1/5/12,9:16:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,2/7/12,8:50:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,3/6/12,9:23:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,4/3/12,9:41:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,5/1/12,9:37:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,6/12/12,13:15:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,7/12/12,9:30:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,8/2/12,9:25:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,9/6/12,10:10:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,10/4/12,8:35:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,11/8/12,9:22:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,12/3/12,9:05:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,1/8/13,8:59:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,2/5/13,9:00:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,3/5/13,8:45:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,4/2/13,8:59:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,6/11/13,10:50:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,5/2/13,9:57:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,10/15/96,9:45:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,11/6/96,9:14:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,12/2/96,9:20:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,1/21/97,9:33:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,2/19/97,9:00:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,3/10/97,9:09:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,4/7/97,9:43:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,5/5/97,9:05:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,6/3/97,9:50:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,7/8/97,9:25:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,8/5/97,9:18:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,9/15/97,9:16:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,10/7/97,11:28:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,11/3/97,9:24:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,12/16/97,9:12:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,1/13/98,9:25:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,2/23/98,11:40:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,3/16/98,9:16:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,4/15/98,9:40:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,5/12/98,8:54:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,6/9/98,9:13:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,7/14/98,10:28:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,1/11/00,8:30:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,2/8/00,10:55:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,3/6/00,10:00:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,4/4/00,9:55:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,5/3/00,9:29:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,6/7/00,8:40:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,3/8/07,9:35:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,4/4/07,10:50:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,5/3/07,9:40:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,6/12/07,8:36:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,1/6/09,11:25:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,2/2/09,8:41:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,3/4/09,9:26:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,4/6/09,9:55:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,5/5/09,10:32:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,6/1/09,10:15:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,7/7/09,10:00:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,8/6/09,9:36:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,9/2/09,9:45:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,10/6/09,8:37:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
CB1.0,11/2/09,9:08:00,,,,0,SALINITY,0,PPT,39.65622,-76.17504
